transaction_id,user_id,product_id,amount,date,category,price
4648,3996,12,199.43,2024-12-05 18:25:18.667250,Books,20.64
3538,1506,18,71.21,2024-12-05 18:25:18.667250,Beauty,264.05
14021,3307,13,97.68,2024-12-05 18:25:18.667250,Food,102.89
14903,1151,197,106.56,2024-12-05 18:25:18.667250,Electronics,16.28
6069,23,142,20.69,2024-12-05 18:25:18.667250,Toys,166.43
10049,3925,138,22.76,2024-12-05 18:25:18.667250,Beauty,60.78
11039,4497,107,101.45,2024-12-05 18:25:18.667250,Electronics,130.83
1453,2961,168,68.96,2024-12-05 18:25:18.667250,Sports,165.77
13354,4043,17,48.42,2024-12-05 18:25:18.667250,Beauty,99.14
459,2857,40,59.09,2024-12-05 18:25:18.667250,Fashion,53.35
3092,4471,160,75.3,2024-12-05 18:25:18.667250,Furniture,29.6
4394,3785,116,123.14,2024-12-05 18:25:18.667250,Home & Garden,32.8
6969,4789,148,269.77,2024-12-05 18:25:18.667250,Food,167.48
14784,1249,183,103.78,2024-12-05 18:25:18.667250,Fashion,93.97
9382,1120,56,175.73,2024-12-05 18:25:18.667250,Home & Garden,167.38
877,1543,5,81.26,2024-12-05 18:25:18.667250,Toys,124.71
14398,3973,180,114.04,2024-12-05 18:25:18.667250,Books,70.35
11984,3497,77,49.62,2024-12-05 18:25:18.667250,Home & Garden,72.33
5456,1834,199,86.46,2024-12-05 18:25:18.667250,Furniture,106.82
8754,1171,168,53.25,2024-12-05 18:25:18.667250,Sports,165.77
9271,342,121,218.5,2024-12-05 18:25:18.667250,Food,207.55
703,1124,175,74.02,2024-12-05 18:25:18.667250,Electronics,17.65
2572,3271,187,81.32,2024-12-05 18:25:18.667250,Toys,26.41
3016,4257,83,76.88,2024-12-05 18:25:18.667250,Books,35.56
14425,4847,193,195.89,2024-12-05 18:25:18.667250,Beauty,10.0
12162,1365,135,96.11,2024-12-06 18:25:18.667250,Home & Garden,71.66
6696,2613,135,96.53,2024-12-06 18:25:18.667250,Home & Garden,71.66
4620,1988,15,254.42,2024-12-06 18:25:18.667250,Toys,15.9
14577,1113,14,181.95,2024-12-06 18:25:18.667250,Beauty,65.63
13789,3810,110,41.97,2024-12-06 18:25:18.667250,Toys,75.06
11005,1978,103,104.37,2024-12-06 18:25:18.667250,Furniture,94.38
6514,1474,32,52.94,2024-12-06 18:25:18.667250,Electronics,213.55
5464,904,77,36.49,2024-12-06 18:25:18.667250,Home & Garden,72.33
10182,471,81,41.1,2024-12-06 18:25:18.667250,Food,39.73
13796,2071,75,69.54,2024-12-06 18:25:18.667250,Food,114.31
6630,60,28,83.48,2024-12-06 18:25:18.667250,Sports,27.11
1276,3417,138,176.04,2024-12-06 18:25:18.667250,Beauty,60.78
4637,4717,195,30.87,2024-12-06 18:25:18.667250,Beauty,88.47
13201,3381,161,41.21,2024-12-06 18:25:18.667250,Furniture,45.78
8792,2783,11,283.5,2024-12-06 18:25:18.667250,Electronics,184.96
3991,4826,24,117.84,2024-12-06 18:25:18.667250,Sports,29.54
4713,2102,58,147.6,2024-12-06 18:25:18.667250,Electronics,49.82
3701,3775,24,117.47,2024-12-06 18:25:18.667250,Sports,29.54
9968,4629,187,10.74,2024-12-06 18:25:18.667250,Toys,26.41
9706,3418,113,159.07,2024-12-06 18:25:18.667250,Sports,10.0
3269,4810,33,62.62,2024-12-06 18:25:18.667250,Beauty,109.68
10515,3968,68,23.23,2024-12-06 18:25:18.667250,Beauty,222.41
14089,3034,107,122.38,2024-12-06 18:25:18.667250,Electronics,130.83
62,3730,146,5.05,2024-12-06 18:25:18.667250,Sports,39.6
1692,4791,130,58.5,2024-12-06 18:25:18.667250,Sports,195.39
2703,4595,182,66.04,2024-12-06 18:25:18.667250,Books,78.34
6908,4978,137,70.35,2024-12-06 18:25:18.667250,Beauty,12.76
11835,3313,2,36.24,2024-12-06 18:25:18.667250,Home & Garden,36.49
14586,2629,85,97.65,2024-12-06 18:25:18.667250,Toys,130.75
13698,4036,131,114.79,2024-12-06 18:25:18.667250,Furniture,177.75
14758,4320,137,84.62,2024-12-06 18:25:18.667250,Beauty,12.76
843,1163,155,49.38,2024-12-06 18:25:18.667250,Books,90.7
12079,2697,52,136.59,2024-12-06 18:25:18.667250,Electronics,164.26
3988,2048,150,42.95,2024-12-06 18:25:18.667250,Furniture,37.09
13396,1248,21,63.31,2024-12-06 18:25:18.667250,Food,133.08
6194,1873,153,54.06,2024-12-06 18:25:18.667250,Beauty,121.94
6418,1184,75,31.45,2024-12-07 18:25:18.667250,Food,114.31
14058,2425,97,177.71,2024-12-07 18:25:18.667250,Food,139.35
14879,27,198,75.35,2024-12-07 18:25:18.667250,Books,81.34
899,1683,53,40.93,2024-12-07 18:25:18.667250,Home & Garden,93.79
10593,405,3,171.69,2024-12-07 18:25:18.667250,Beauty,59.04
14874,498,108,135.99,2024-12-07 18:25:18.667250,Electronics,108.58
8478,3621,107,100.26,2024-12-07 18:25:18.667250,Electronics,130.83
9168,4815,59,85.54,2024-12-07 18:25:18.667250,Books,60.08
14271,3609,10,71.01,2024-12-07 18:25:18.667250,Food,112.29
13767,3251,98,35.57,2024-12-07 18:25:18.667250,Fashion,155.87
10077,1125,35,60.05,2024-12-07 18:25:18.667250,Toys,70.2
13652,3683,40,20.89,2024-12-07 18:25:18.667250,Fashion,53.35
10862,1061,134,28.62,2024-12-07 18:25:18.667250,Home & Garden,64.77
10427,304,33,73.59,2024-12-07 18:25:18.667250,Beauty,109.68
3978,1574,26,22.72,2024-12-07 18:25:18.667250,Books,93.35
9760,1624,79,122.42,2024-12-07 18:25:18.667250,Food,54.4
5177,3954,3,111.96,2024-12-07 18:25:18.667250,Beauty,59.04
11753,4365,161,80.2,2024-12-07 18:25:18.667250,Furniture,45.78
7021,863,115,5.33,2024-12-07 18:25:18.667250,Electronics,320.66
14429,961,4,53.72,2024-12-07 18:25:18.667250,Electronics,299.88
2704,2372,28,115.07,2024-12-07 18:25:18.667250,Sports,27.11
10485,4582,131,186.74,2024-12-07 18:25:18.667250,Furniture,177.75
2847,4575,72,80.19,2024-12-07 18:25:18.667250,Toys,88.7
8600,3304,183,364.14,2024-12-07 18:25:18.667250,Fashion,93.97
524,4540,5,46.75,2024-12-07 18:25:18.667250,Toys,124.71
7756,1060,133,12.18,2024-12-07 18:25:18.667250,Furniture,28.24
10761,2771,92,76.44,2024-12-07 18:25:18.667250,Sports,232.57
14049,1050,42,12.55,2024-12-07 18:25:18.667250,Beauty,97.58
11252,3922,41,63.62,2024-12-07 18:25:18.667250,Sports,142.23
6549,1553,103,22.11,2024-12-07 18:25:18.667250,Furniture,94.38
14804,1344,76,164.88,2024-12-07 18:25:18.667250,Books,165.36
13719,3164,188,46.09,2024-12-07 18:25:18.667250,Home & Garden,269.5
3739,3598,118,109.78,2024-12-07 18:25:18.667250,Books,123.33
7173,4262,105,159.78,2024-12-07 18:25:18.667250,Food,40.34
9314,1642,109,279.07,2024-12-07 18:25:18.667250,Fashion,43.34
2859,830,180,33.79,2024-12-07 18:25:18.667250,Books,70.35
696,3648,193,54.82,2024-12-07 18:25:18.667250,Beauty,10.0
2027,296,111,107.84,2024-12-07 18:25:18.667250,Beauty,254.59
11178,3600,7,43.31,2024-12-07 18:25:18.667250,Home & Garden,114.15
5031,2496,111,54.8,2024-12-08 18:25:18.667250,Beauty,254.59
854,1026,10,83.14,2024-12-08 18:25:18.667250,Food,112.29
4526,1774,8,89.01,2024-12-08 18:25:18.667250,Furniture,10.0
8235,121,171,54.47,2024-12-08 18:25:18.667250,Books,101.4
13030,922,141,92.95,2024-12-08 18:25:18.667250,Fashion,240.65
1842,2205,127,93.67,2024-12-08 18:25:18.667250,Furniture,258.5
14880,3917,100,39.05,2024-12-08 18:25:18.667250,Furniture,86.41
10944,1629,111,124.73,2024-12-08 18:25:18.667250,Beauty,254.59
13584,2702,64,40.73,2024-12-08 18:25:18.667250,Electronics,125.75
2341,4817,187,71.87,2024-12-08 18:25:18.667250,Toys,26.41
14674,3597,126,153.55,2024-12-08 18:25:18.667250,Food,147.67
6313,291,198,233.99,2024-12-08 18:25:18.667250,Books,81.34
11898,4288,94,79.77,2024-12-08 18:25:18.667250,Fashion,105.03
11471,4630,28,98.72,2024-12-08 18:25:18.667250,Sports,27.11
8796,703,129,15.88,2024-12-08 18:25:18.667250,Beauty,62.15
4890,2122,52,24.48,2024-12-08 18:25:18.667250,Electronics,164.26
6764,4581,150,162.72,2024-12-08 18:25:18.667250,Furniture,37.09
6683,3795,47,214.14,2024-12-08 18:25:18.667250,Sports,51.55
13842,79,186,83.16,2024-12-08 18:25:18.667250,Toys,110.62
3926,1813,43,185.93,2024-12-08 18:25:18.667250,Sports,83.56
3804,2246,169,59.7,2024-12-08 18:25:18.667250,Beauty,102.42
6815,4584,86,163.67,2024-12-08 18:25:18.667250,Furniture,76.8
4056,2152,186,248.35,2024-12-08 18:25:18.667250,Toys,110.62
12908,4054,136,200.02,2024-12-08 18:25:18.667250,Beauty,141.92
5853,2911,145,49.02,2024-12-08 18:25:18.667250,Food,95.06
6652,3780,17,67.37,2024-12-08 18:25:18.667250,Beauty,99.14
13606,374,128,162.86,2024-12-08 18:25:18.667250,Food,104.82
10851,356,56,70.64,2024-12-08 18:25:18.667250,Home & Garden,167.38
14925,2308,76,52.92,2024-12-08 18:25:18.667250,Books,165.36
537,842,97,30.74,2024-12-08 18:25:18.667250,Food,139.35
705,3475,161,78.03,2024-12-08 18:25:18.667250,Furniture,45.78
13313,2151,188,107.44,2024-12-08 18:25:18.667250,Home & Garden,269.5
4687,157,77,197.74,2024-12-08 18:25:18.667250,Home & Garden,72.33
8056,1208,108,244.49,2024-12-08 18:25:18.667250,Electronics,108.58
5979,950,41,4.35,2024-12-08 18:25:18.667250,Sports,142.23
9737,677,125,138.77,2024-12-08 18:25:18.667250,Furniture,93.22
2028,2549,194,132.96,2024-12-08 18:25:18.667250,Books,86.48
4578,1642,5,165.69,2024-12-09 18:25:18.667250,Toys,124.71
13207,4585,171,20.82,2024-12-09 18:25:18.667250,Books,101.4
8317,2588,7,55.77,2024-12-09 18:25:18.667250,Home & Garden,114.15
12898,1112,170,115.48,2024-12-09 18:25:18.667250,Beauty,125.48
6807,4258,180,86.39,2024-12-09 18:25:18.667250,Books,70.35
7674,3369,20,295.49,2024-12-09 18:25:18.667250,Books,419.12
11051,3857,175,67.71,2024-12-09 18:25:18.667250,Electronics,17.65
12260,4562,185,200.49,2024-12-09 18:25:18.667250,Fashion,65.79
8136,167,166,84.22,2024-12-09 18:25:18.667250,Fashion,34.45
9249,3845,63,170.08,2024-12-09 18:25:18.667250,Fashion,127.66
11310,3412,150,42.56,2024-12-09 18:25:18.667250,Furniture,37.09
762,3344,146,109.86,2024-12-09 18:25:18.667250,Sports,39.6
5526,2306,88,21.46,2024-12-09 18:25:18.667250,Electronics,39.78
8567,1453,145,340.82,2024-12-09 18:25:18.667250,Food,95.06
7693,4358,15,8.1,2024-12-09 18:25:18.667250,Toys,15.9
6101,2146,153,31.62,2024-12-09 18:25:18.667250,Beauty,121.94
14228,2994,137,26.11,2024-12-09 18:25:18.667250,Beauty,12.76
9291,2071,121,73.11,2024-12-09 18:25:18.667250,Food,207.55
13825,4866,62,75.74,2024-12-09 18:25:18.667250,Books,24.21
1291,3713,188,62.32,2024-12-09 18:25:18.667250,Home & Garden,269.5
5621,4050,106,194.28,2024-12-09 18:25:18.667250,Home & Garden,46.92
12445,2506,126,122.78,2024-12-09 18:25:18.667250,Food,147.67
12172,2275,23,59.56,2024-12-09 18:25:18.667250,Toys,152.56
27,1284,33,37.19,2024-12-09 18:25:18.667250,Beauty,109.68
12484,934,29,78.98,2024-12-09 18:25:18.667250,Toys,10.0
10165,2576,156,16.91,2024-12-09 18:25:18.667250,Beauty,253.2
10201,515,197,65.8,2024-12-09 18:25:18.667250,Electronics,16.28
2526,568,112,104.08,2024-12-09 18:25:18.667250,Fashion,10.0
11076,1366,139,33.62,2024-12-09 18:25:18.667250,Books,84.49
7411,1841,167,85.73,2024-12-09 18:25:18.667250,Food,152.8
12060,1573,56,166.95,2024-12-09 18:25:18.667250,Home & Garden,167.38
3145,1316,124,113.65,2024-12-10 18:25:18.667250,Books,34.31
14168,4982,34,53.3,2024-12-10 18:25:18.667250,Beauty,29.05
13424,2468,97,117.22,2024-12-10 18:25:18.667250,Food,139.35
5977,232,171,199.19,2024-12-10 18:25:18.667250,Books,101.4
11105,3372,99,77.16,2024-12-10 18:25:18.667250,Furniture,79.59
6849,1986,114,56.45,2024-12-10 18:25:18.667250,Fashion,10.0
4038,2595,6,154.58,2024-12-10 18:25:18.667250,Sports,30.87
12360,779,55,114.55,2024-12-10 18:25:18.667250,Sports,28.39
10497,1969,121,20.19,2024-12-10 18:25:18.667250,Food,207.55
4084,3337,169,55.7,2024-12-10 18:25:18.667250,Beauty,102.42
5955,1499,121,105.47,2024-12-10 18:25:18.667250,Food,207.55
10504,4199,33,40.23,2024-12-10 18:25:18.667250,Beauty,109.68
6148,2923,10,51.7,2024-12-10 18:25:18.667250,Food,112.29
11315,2976,150,55.34,2024-12-10 18:25:18.667250,Furniture,37.09
4898,1971,52,96.66,2024-12-10 18:25:18.667250,Electronics,164.26
8862,661,192,6.35,2024-12-10 18:25:18.667250,Furniture,50.9
12302,4879,37,149.94,2024-12-10 18:25:18.667250,Sports,193.67
14080,4870,107,68.7,2024-12-10 18:25:18.667250,Electronics,130.83
13916,940,105,41.96,2024-12-10 18:25:18.667250,Food,40.34
5172,3088,112,58.29,2024-12-10 18:25:18.667250,Fashion,10.0
900,295,189,92.7,2024-12-10 18:25:18.667250,Toys,143.6
14448,3197,173,254.19,2024-12-10 18:25:18.667250,Toys,175.92
8883,1836,81,243.58,2024-12-10 18:25:18.667250,Food,39.73
11336,2221,62,151.66,2024-12-10 18:25:18.667250,Books,24.21
692,1480,74,145.48,2024-12-10 18:25:18.667250,Beauty,100.55
8233,3502,8,105.27,2024-12-10 18:25:18.667250,Furniture,10.0
2489,4387,145,55.03,2024-12-10 18:25:18.667250,Food,95.06
1122,3082,153,11.59,2024-12-10 18:25:18.667250,Beauty,121.94
14585,3159,12,124.39,2024-12-10 18:25:18.667250,Books,20.64
3735,1281,93,7.19,2024-12-10 18:25:18.667250,Electronics,152.29
6112,2333,46,348.56,2024-12-10 18:25:18.667250,Beauty,61.59
12745,2857,21,54.48,2024-12-10 18:25:18.667250,Food,133.08
3836,2780,150,14.74,2024-12-10 18:25:18.667250,Furniture,37.09
10227,3314,142,32.98,2024-12-10 18:25:18.667250,Toys,166.43
14253,1297,170,101.94,2024-12-10 18:25:18.667250,Beauty,125.48
996,4915,39,65.75,2024-12-10 18:25:18.667250,Beauty,33.57
8511,3803,32,53.27,2024-12-10 18:25:18.667250,Electronics,213.55
7663,2570,104,129.05,2024-12-10 18:25:18.667250,Fashion,101.66
3347,955,13,187.34,2024-12-10 18:25:18.667250,Food,102.89
8733,532,71,216.69,2024-12-10 18:25:18.667250,Electronics,217.37
3014,4426,90,124.96,2024-12-10 18:25:18.667250,Books,180.57
14994,1762,29,52.12,2024-12-10 18:25:18.667250,Toys,10.0
8200,2155,60,115.61,2024-12-10 18:25:18.667250,Electronics,120.3
14415,1480,84,194.79,2024-12-10 18:25:18.667250,Home & Garden,152.54
8095,3927,124,275.31,2024-12-10 18:25:18.667250,Books,34.31
3407,4658,26,71.07,2024-12-10 18:25:18.667250,Books,93.35
1691,2566,108,131.18,2024-12-11 18:25:18.667250,Electronics,108.58
14006,3680,99,226.15,2024-12-11 18:25:18.667250,Furniture,79.59
950,2862,188,55.24,2024-12-11 18:25:18.667250,Home & Garden,269.5
2971,3310,109,100.95,2024-12-11 18:25:18.667250,Fashion,43.34
756,4562,173,55.94,2024-12-11 18:25:18.667250,Toys,175.92
6498,1324,29,98.09,2024-12-11 18:25:18.667250,Toys,10.0
503,4610,89,63.46,2024-12-11 18:25:18.667250,Electronics,80.6
13328,2903,121,66.8,2024-12-11 18:25:18.667250,Food,207.55
9995,410,118,229.78,2024-12-11 18:25:18.667250,Books,123.33
3362,888,50,8.56,2024-12-11 18:25:18.667250,Fashion,32.63
11884,1056,9,129.17,2024-12-11 18:25:18.667250,Electronics,53.84
4903,2925,90,95.3,2024-12-11 18:25:18.667250,Books,180.57
77,3892,183,59.38,2024-12-11 18:25:18.667250,Fashion,93.97
9387,174,179,70.37,2024-12-11 18:25:18.667250,Furniture,62.97
4913,1360,83,26.35,2024-12-11 18:25:18.667250,Books,35.56
8668,4025,37,119.73,2024-12-11 18:25:18.667250,Sports,193.67
660,2567,11,25.42,2024-12-11 18:25:18.667250,Electronics,184.96
5975,1482,171,180.39,2024-12-11 18:25:18.667250,Books,101.4
1123,1271,112,44.02,2024-12-11 18:25:18.667250,Fashion,10.0
6365,1791,44,131.1,2024-12-11 18:25:18.667250,Toys,69.91
13856,4862,22,80.07,2024-12-11 18:25:18.667250,Fashion,43.57
4313,607,26,44.18,2024-12-11 18:25:18.667250,Books,93.35
5804,1409,31,120.56,2024-12-11 18:25:18.667250,Sports,108.54
3834,2571,10,101.96,2024-12-11 18:25:18.667250,Food,112.29
5209,4455,86,20.28,2024-12-11 18:25:18.667250,Furniture,76.8
5009,310,80,365.8,2024-12-11 18:25:18.667250,Sports,54.17
730,1721,28,22.28,2024-12-11 18:25:18.667250,Sports,27.11
2343,2809,163,179.28,2024-12-11 18:25:18.667250,Furniture,70.82
10212,3940,69,225.57,2024-12-11 18:25:18.667250,Beauty,59.91
13108,732,140,36.82,2024-12-11 18:25:18.667250,Books,69.68
9339,3098,4,108.14,2024-12-11 18:25:18.667250,Electronics,299.88
6777,88,174,116.19,2024-12-11 18:25:18.667250,Food,19.83
12937,3843,54,73.24,2024-12-11 18:25:18.667250,Furniture,30.53
14857,1464,96,48.55,2024-12-11 18:25:18.667250,Sports,29.43
10729,3788,103,20.49,2024-12-11 18:25:18.667250,Furniture,94.38
10008,1118,66,162.55,2024-12-11 18:25:18.667250,Electronics,100.3
3076,345,104,157.95,2024-12-11 18:25:18.667250,Fashion,101.66
11046,4425,143,126.12,2024-12-11 18:25:18.667250,Sports,166.13
13096,4190,6,91.47,2024-12-11 18:25:18.667250,Sports,30.87
6485,4619,91,30.28,2024-12-11 18:25:18.667250,Electronics,176.44
9550,3067,121,27.26,2024-12-11 18:25:18.667250,Food,207.55
4643,709,89,48.02,2024-12-11 18:25:18.667250,Electronics,80.6
2841,139,144,94.32,2024-12-11 18:25:18.667250,Home & Garden,57.16
14598,2728,71,56.3,2024-12-11 18:25:18.667250,Electronics,217.37
4749,3088,14,100.26,2024-12-11 18:25:18.667250,Beauty,65.63
8618,847,37,142.13,2024-12-11 18:25:18.667250,Sports,193.67
12713,4995,84,58.46,2024-12-12 18:25:18.667250,Home & Garden,152.54
12742,3384,26,36.85,2024-12-12 18:25:18.667250,Books,93.35
10451,1640,174,285.09,2024-12-12 18:25:18.667250,Food,19.83
13526,3573,3,143.69,2024-12-12 18:25:18.667250,Beauty,59.04
3296,496,143,128.59,2024-12-12 18:25:18.667250,Sports,166.13
6061,410,184,70.28,2024-12-12 18:25:18.667250,Sports,57.52
7878,497,103,66.68,2024-12-12 18:25:18.667250,Furniture,94.38
12912,4311,55,127.74,2024-12-12 18:25:18.667250,Sports,28.39
10215,551,199,71.19,2024-12-12 18:25:18.667250,Furniture,106.82
5466,3987,187,122.59,2024-12-12 18:25:18.667250,Toys,26.41
14771,4512,169,47.35,2024-12-12 18:25:18.667250,Beauty,102.42
1447,900,26,168.69,2024-12-12 18:25:18.667250,Books,93.35
3893,930,131,28.76,2024-12-12 18:25:18.667250,Furniture,177.75
10149,3936,152,84.42,2024-12-12 18:25:18.667250,Fashion,19.89
844,4765,22,351.49,2024-12-12 18:25:18.667250,Fashion,43.57
2898,2721,134,57.16,2024-12-12 18:25:18.667250,Home & Garden,64.77
14904,3679,75,34.87,2024-12-12 18:25:18.667250,Food,114.31
9237,475,10,203.97,2024-12-12 18:25:18.667250,Food,112.29
3017,186,85,134.39,2024-12-12 18:25:18.667250,Toys,130.75
9723,4869,29,5.49,2024-12-12 18:25:18.667250,Toys,10.0
2627,1559,81,1.44,2024-12-12 18:25:18.667250,Food,39.73
13650,122,43,372.39,2024-12-12 18:25:18.667250,Sports,83.56
2313,1771,92,201.31,2024-12-12 18:25:18.667250,Sports,232.57
9057,3130,84,58.23,2024-12-12 18:25:18.667250,Home & Garden,152.54
11897,3774,149,294.03,2024-12-12 18:25:18.667250,Electronics,148.7
5364,4195,68,166.16,2024-12-12 18:25:18.667250,Beauty,222.41
11823,2124,125,140.21,2024-12-12 18:25:18.667250,Furniture,93.22
6246,3334,29,23.02,2024-12-12 18:25:18.667250,Toys,10.0
5667,3083,76,142.83,2024-12-12 18:25:18.667250,Books,165.36
3900,4619,162,84.98,2024-12-12 18:25:18.667250,Beauty,114.49
7456,68,73,83.73,2024-12-12 18:25:18.667250,Fashion,80.88
10892,2128,83,143.23,2024-12-12 18:25:18.667250,Books,35.56
5902,1903,17,104.36,2024-12-12 18:25:18.667250,Beauty,99.14
11726,2023,122,81.09,2024-12-12 18:25:18.667250,Furniture,142.91
6455,1999,195,95.18,2024-12-12 18:25:18.667250,Beauty,88.47
3325,1592,93,48.69,2024-12-13 18:25:18.667250,Electronics,152.29
8929,4058,97,96.02,2024-12-13 18:25:18.667250,Food,139.35
12100,4655,97,56.52,2024-12-13 18:25:18.667250,Food,139.35
3189,4140,14,49.78,2024-12-13 18:25:18.667250,Beauty,65.63
10881,207,196,45.62,2024-12-13 18:25:18.667250,Beauty,102.61
6344,1263,80,99.29,2024-12-13 18:25:18.667250,Sports,54.17
3204,672,84,162.74,2024-12-13 18:25:18.667250,Home & Garden,152.54
4673,252,55,91.4,2024-12-13 18:25:18.667250,Sports,28.39
11905,4166,98,32.78,2024-12-13 18:25:18.667250,Fashion,155.87
6747,2999,27,101.24,2024-12-13 18:25:18.667250,Home & Garden,91.66
14503,4901,178,14.32,2024-12-13 18:25:18.667250,Beauty,186.38
3815,4971,160,150.87,2024-12-13 18:25:18.667250,Furniture,29.6
9867,3741,56,23.93,2024-12-13 18:25:18.667250,Home & Garden,167.38
14850,4055,123,61.02,2024-12-13 18:25:18.667250,Toys,48.81
4055,2413,91,40.05,2024-12-13 18:25:18.667250,Electronics,176.44
579,1677,45,100.03,2024-12-13 18:25:18.667250,Home & Garden,139.92
7692,3800,89,56.54,2024-12-13 18:25:18.667250,Electronics,80.6
4177,949,54,27.65,2024-12-13 18:25:18.667250,Furniture,30.53
2166,4903,49,45.95,2024-12-13 18:25:18.667250,Home & Garden,10.0
12678,2098,27,225.55,2024-12-13 18:25:18.667250,Home & Garden,91.66
13178,1339,31,84.9,2024-12-13 18:25:18.667250,Sports,108.54
11427,1345,187,10.04,2024-12-13 18:25:18.667250,Toys,26.41
7383,2128,177,116.69,2024-12-13 18:25:18.667250,Sports,146.34
